bot_id,bot_name,unique_users,total_messages,avg_messages_per_user
1965760104392110080,Hook_Generator_Bot,58,40136,11.9310
1970046615507873792,myshell_thumbmaker_bot,10,2470,24.7000
1975400765027258368,Viral_Idea_Spark_Bot,2,68,17.0000
1974427421370437632,XtoVideoScriptTransformer_Bot,1,10,10.0000
1974701461545680896,xPostGenerator_Bot,1,8,8.0000
